slug	cts_urn	tlg
antimachus-elegy.fragmenta	urn:cts:greekLit:tlg0239.tlg001	tlg0239.tlg001
antiochi-regis-epistulae.epistulae	urn:cts:greekLit:tlg0044.tlg001	tlg0044.tlg001
antiochus-history.fragmenta	urn:cts:greekLit:tlg1145.tlg003	tlg1145.tlg003
antipater.testimonia-et-fragmenta	urn:cts:greekLit:tlg1146.tlg001	tlg1146.tlg001
antiphanes.fragmenta	urn:cts:greekLit:tlg0410.tlg001	tlg0410.tlg001
antiphon-oratory.de-caede-herodis	urn:cts:greekLit:tlg0028.tlg005	tlg0028.tlg005
antiphon-oratory.de-choreuta	urn:cts:greekLit:tlg0028.tlg006	tlg0028.tlg006
antiphon-oratory.in-novercam	urn:cts:greekLit:tlg0028.tlg001	tlg0028.tlg001
antiphon-oratory.tetralogia-1	urn:cts:greekLit:tlg0028.tlg002	tlg0028.tlg002
antiphon-oratory.tetralogia-2	urn:cts:greekLit:tlg0028.tlg003	tlg0028.tlg003
antiphon-oratory.tetralogia-3	urn:cts:greekLit:tlg0028.tlg004	tlg0028.tlg004
antiphon-soph.fragmenta-2	urn:cts:greekLit:tlg1147.tlg003	tlg1147.tlg003
antiphon-soph.testimonia	urn:cts:greekLit:tlg1147.tlg002	tlg1147.tlg002
antiphon-tragedy.fragmenta	urn:cts:greekLit:tlg0323.tlg001	tlg0323.tlg001
antisthenes-atheniensis.testimonia	urn:cts:greekLit:tlg2313.tlg001	tlg2313.tlg001
antisthenes.declamationes-fragmenta	urn:cts:greekLit:tlg0591.tlg001	tlg0591.tlg001
antistius-ap-duebner-v2	urn:cts:greekLit:tlg0119.tlg003	tlg0119.tlg003
antonius-diogenes.hercher	urn:cts:greekLit:tlg1148.tlg001	tlg1148.tlg001
antyllus.ek-tou-peri-klusmw-n-o-ti-dia-trei-s-ai-ti-as	urn:cts:greekLit:tlg0749.tlg001	tlg0749.tlg001
anubion.fragmenta	urn:cts:greekLit:tlg1126.tlg003	tlg1126.tlg003
apellas-sive-apollas-ponticus.fragmenta	urn:cts:greekLit:tlg1162.tlg002	tlg1162.tlg002
aphthonius.progymnasmata	urn:cts:greekLit:tlg4100.tlg001	tlg4100.tlg001
apion.fragmenta	urn:cts:greekLit:tlg1152.tlg005	tlg1152.tlg005
apollodorus-cyzicenus.testimonia	urn:cts:greekLit:tlg2319.tlg001	tlg2319.tlg001
apollodorus-grammar.fragmenta-2	urn:cts:greekLit:tlg0549.tlg005	tlg0549.tlg005
apollodorus-history.fragmenta	urn:cts:greekLit:tlg1164.tlg002	tlg1164.tlg002
apollodorus-philosophy.fragmenta	urn:cts:greekLit:tlg1166.tlg001	tlg1166.tlg001
apollodorus.fragmenta	urn:cts:greekLit:tlg0413.tlg001	tlg0413.tlg001
apollodorus.fragmenta-2	urn:cts:greekLit:tlg0411.tlg001	tlg0411.tlg001
apollonius-aphrodisiensis.fragmenta	urn:cts:greekLit:tlg1170.tlg003	tlg1170.tlg003
apollonius-dyscolus-grammar.de-adverbiis	urn:cts:greekLit:tlg0082.tlg002	tlg0082.tlg002
apollonius-dyscolus-grammar.de-conjunctionibus	urn:cts:greekLit:tlg0082.tlg003	tlg0082.tlg003
apollonius-dyscolus-grammar.de-constructione	urn:cts:greekLit:tlg0082.tlg004	tlg0082.tlg004
apollonius-dyscolus-grammar.de-pronominibus	urn:cts:greekLit:tlg0082.tlg001	tlg0082.tlg001
apollonius-geom.conica	urn:cts:greekLit:tlg0550.tlg001	tlg0550.tlg001
apollonius-philosophy.apollonii-epistulae-dub	urn:cts:greekLit:tlg0619.tlg003	tlg0619.tlg003
apollonius-philosophy.apotelesmata-sp	urn:cts:greekLit:tlg0619.tlg001	tlg0619.tlg001
apollonius-rhodius-epic.argonautica	urn:cts:greekLit:tlg0001.tlg001	tlg0001.tlg001
apollonius-scr-eccl.fragmenta-ex-libro-adversus-cataphrygas-seu-montanistas	urn:cts:greekLit:tlg1171.tlg001	tlg1171.tlg001
apollonius-soph.lexicon-homericum	urn:cts:greekLit:tlg1168.tlg001	tlg1168.tlg001
apollophanes-comedy.fragmenta	urn:cts:greekLit:tlg0414.tlg001	tlg0414.tlg001
apollophanes.fragmenta	urn:cts:greekLit:tlg2168.tlg001	tlg2168.tlg001
appendix-proverbiorum.appendix-proverbiorum	urn:cts:greekLit:tlg9007.tlg001	tlg9007.tlg001
appianus.annibaica	urn:cts:greekLit:tlg0551.tlg008	tlg0551.tlg008
appianus.basilica-fragmenta	urn:cts:greekLit:tlg0551.tlg002	tlg0551.tlg002
appianus.bellum-civile	urn:cts:greekLit:tlg0551.tlg017	tlg0551.tlg017
appianus.celtica-fragmenta	urn:cts:greekLit:tlg0551.tlg005	tlg0551.tlg005
appianus.iberica	urn:cts:greekLit:tlg0551.tlg007	tlg0551.tlg007
appianus.illyrica	urn:cts:greekLit:tlg0551.tlg012	tlg0551.tlg012
appianus.italica-fragmenta	urn:cts:greekLit:tlg0551.tlg003	tlg0551.tlg003
appianus.libyca	urn:cts:greekLit:tlg0551.tlg009	tlg0551.tlg009
appianus.macedonica-fragmenta	urn:cts:greekLit:tlg0551.tlg011	tlg0551.tlg011
appianus.mithridatica	urn:cts:greekLit:tlg0551.tlg014	tlg0551.tlg014
appianus.numidica-fragmenta	urn:cts:greekLit:tlg0551.tlg010	tlg0551.tlg010
appianus.prooemium	urn:cts:greekLit:tlg0551.tlg001	tlg0551.tlg001
appianus.samnitica-fragmenta	urn:cts:greekLit:tlg0551.tlg004	tlg0551.tlg004
appianus.sicelica-fragmenta	urn:cts:greekLit:tlg0551.tlg006	tlg0551.tlg006
appianus.syriaca	urn:cts:greekLit:tlg0551.tlg013	tlg0551.tlg013
aquila.fragmenta	urn:cts:greekLit:tlg1768.tlg001	tlg1768.tlg001
araros.fragmenta	urn:cts:greekLit:tlg0415.tlg001	tlg0415.tlg001
aratus-astronomy.phaenomena	urn:cts:greekLit:tlg0653.tlg001	tlg0653.tlg001
aratus-sicyonius.fragmenta	urn:cts:greekLit:tlg2162.tlg003	tlg2162.tlg003
arcadius.de-accentibus-sp	urn:cts:greekLit:tlg2116.tlg001	tlg2116.tlg001
arcesilaus-comedy.fragmentum	urn:cts:greekLit:tlg0520.tlg001	tlg0520.tlg001
archedemus.fragmenta	urn:cts:greekLit:tlg1173.tlg001	tlg1173.tlg001
archedicus.fragmenta	urn:cts:greekLit:tlg0416.tlg001	tlg0416.tlg001
archelaus-paradoxography.fragmenta	urn:cts:greekLit:tlg0570.tlg003	tlg0570.tlg003
archelaus-philosophy.testimonia	urn:cts:greekLit:tlg2303.tlg001	tlg2303.tlg001
archemachus.fragmenta	urn:cts:greekLit:tlg1174.tlg001	tlg1174.tlg001
archestratus-parodius.fragmenta	urn:cts:greekLit:tlg1175.tlg001	tlg1175.tlg001
archilochus.fragmenta	urn:cts:greekLit:tlg0232.tlg001	tlg0232.tlg001
archimedes.ad-eratosthenem-methodus	urn:cts:greekLit:tlg0552.tlg010	tlg0552.tlg010
archimedes.arenarius	urn:cts:greekLit:tlg0552.tlg006	tlg0552.tlg006
archimedes.de-conoidibus-et-sphaeroidibus	urn:cts:greekLit:tlg0552.tlg003	tlg0552.tlg003
archimedes.de-corporibus-fluitantibus	urn:cts:greekLit:tlg0552.tlg008	tlg0552.tlg008
archimedes.de-lineis-spiralibus	urn:cts:greekLit:tlg0552.tlg004	tlg0552.tlg004
archimedes.de-planorum-aequilibriis	urn:cts:greekLit:tlg0552.tlg005	tlg0552.tlg005
archimedes.de-sphaera-et-cylindro	urn:cts:greekLit:tlg0552.tlg001	tlg0552.tlg001
archimedes.dimensio-circuli	urn:cts:greekLit:tlg0552.tlg002	tlg0552.tlg002
archimedes.fragmenta	urn:cts:greekLit:tlg0552.tlg013	tlg0552.tlg013
archimedes.liber-assumptorum	urn:cts:greekLit:tlg0552.tlg011	tlg0552.tlg011
archimedes.problema-bovinum	urn:cts:greekLit:tlg0552.tlg012	tlg0552.tlg012
archimedes.quadratura-parabolae	urn:cts:greekLit:tlg0552.tlg007	tlg0552.tlg007
archimedes.stomachion	urn:cts:greekLit:tlg0552.tlg009	tlg0552.tlg009
archinus.fragmenta	urn:cts:greekLit:tlg2418.tlg002	tlg2418.tlg002
archippus.fragmenta	urn:cts:greekLit:tlg0417.tlg001	tlg0417.tlg001
archytas-philosophy.fragmenta	urn:cts:greekLit:tlg0620.tlg002	tlg0620.tlg002
archytas-philosophy.testimonia	urn:cts:greekLit:tlg0620.tlg001	tlg0620.tlg001
aresas.fragmentum	urn:cts:greekLit:tlg1178.tlg001	tlg1178.tlg001
aretades.fragmenta	urn:cts:greekLit:tlg2193.tlg002	tlg2193.tlg002
aretaeus.de-causis-et-signis-acutorum-morborum-lib-1	urn:cts:greekLit:tlg0719.tlg001	tlg0719.tlg001
aretaeus.de-causis-et-signis-acutorum-morborum-lib-2	urn:cts:greekLit:tlg0719.tlg002	tlg0719.tlg002
aretaeus.de-curatione-acutorum-morborum-libri-duo	urn:cts:greekLit:tlg0719.tlg003	tlg0719.tlg003
aretaeus.de-curatione-diuturnorum-morborum-libri-duo	urn:cts:greekLit:tlg0719.tlg004	tlg0719.tlg004
aristaenetus.epistulae	urn:cts:greekLit:tlg4000.tlg001	tlg4000.tlg001
aristaeus.fragmenta	urn:cts:greekLit:tlg1180.tlg001	tlg1180.tlg001
aristagoras-comedy.fragmenta	urn:cts:greekLit:tlg0418.tlg001	tlg0418.tlg001
aristagoras-milesius.fragmenta	urn:cts:greekLit:tlg1190.tlg003	tlg1190.tlg003
aristarchus-astronomy.de-magnitudinibus-et-distantiis-solis-et-lunae	urn:cts:greekLit:tlg1181.tlg001	tlg1181.tlg001
aristarchus-ludwich	urn:cts:greekLit:tlg1767.tlg001	tlg1767.tlg001
aristarchus.fragmenta	urn:cts:greekLit:tlg0306.tlg001	tlg0306.tlg001
aristias.fragmenta	urn:cts:greekLit:tlg0305.tlg001	tlg0305.tlg001
aristides-milesius.fragmenta	urn:cts:greekLit:tlg2194.tlg002	tlg2194.tlg002
aristides-quintilianus-music.de-musica	urn:cts:greekLit:tlg2054.tlg001	tlg2054.tlg001
aristippus.fragmenta	urn:cts:greekLit:tlg2216.tlg003	tlg2216.tlg003
aristo-pellaeus.fragmenta	urn:cts:greekLit:tlg1992.tlg003	tlg1992.tlg003
aristobulus.fhg3	urn:cts:greekLit:tlg2557.tlg001	tlg2557.tlg001
aristobulus.fragmenta	urn:cts:greekLit:tlg2557.tlg002	tlg2557.tlg002
aristocles-messanius.fragmenta	urn:cts:greekLit:tlg1188.tlg001	tlg1188.tlg001
aristocles-messanius.fragmenta-2	urn:cts:greekLit:tlg1188.tlg002	tlg1188.tlg002
aristocles.fragmenta	urn:cts:greekLit:tlg0571.tlg001	tlg0571.tlg001
aristocrates.fragmenta	urn:cts:greekLit:tlg1189.tlg003	tlg1189.tlg003
aristocreon.fragmenta	urn:cts:greekLit:tlg2455.tlg003	tlg2455.tlg003
aristocritus.fragmenta	urn:cts:greekLit:tlg2341.tlg003	tlg2341.tlg003
aristodemus.fragmenta	urn:cts:greekLit:tlg1875.tlg001	tlg1875.tlg001
aristomenes.fragmenta	urn:cts:greekLit:tlg0419.tlg001	tlg0419.tlg001
ariston-chius.testimonia-et-fragmenta	urn:cts:greekLit:tlg1193.tlg001	tlg1193.tlg001
aristonicus-friedlaender	urn:cts:greekLit:tlg1348.tlg012	tlg1348.tlg012
aristonicus-grammar.de-signis-odysseae	urn:cts:greekLit:tlg1194.tlg001	tlg1194.tlg001
aristonicus-tarentinus.fragmenta	urn:cts:greekLit:tlg1899.tlg002	tlg1899.tlg002
aristonymus.fragmenta	urn:cts:greekLit:tlg0420.tlg001	tlg0420.tlg001
aristophanes-boeotus.fragmenta	urn:cts:greekLit:tlg1196.tlg004	tlg1196.tlg004
aristophanes-byzantii-nauck	urn:cts:greekLit:tlg1002.tlg019	tlg1002.tlg019
aristophanes-comedy.acharnenses	urn:cts:greekLit:tlg0019.tlg001	tlg0019.tlg001
aristophanes-comedy.aves	urn:cts:greekLit:tlg0019.tlg006	tlg0019.tlg006
aristophanes-comedy.ecclesiazusae	urn:cts:greekLit:tlg0019.tlg010	tlg0019.tlg010
aristophanes-comedy.equites	urn:cts:greekLit:tlg0019.tlg002	tlg0019.tlg002
aristophanes-comedy.fragmenta-2	urn:cts:greekLit:tlg0019.tlg013	tlg0019.tlg013
aristophanes-comedy.lysistrata	urn:cts:greekLit:tlg0019.tlg007	tlg0019.tlg007
aristophanes-comedy.nubes	urn:cts:greekLit:tlg0019.tlg003	tlg0019.tlg003
aristophanes-comedy.pax	urn:cts:greekLit:tlg0019.tlg005	tlg0019.tlg005
aristophanes-comedy.plutus	urn:cts:greekLit:tlg0019.tlg011	tlg0019.tlg011
aristophanes-comedy.ranae	urn:cts:greekLit:tlg0019.tlg009	tlg0019.tlg009
aristophanes-comedy.thesmophoriazusae	urn:cts:greekLit:tlg0019.tlg008	tlg0019.tlg008
aristophanes-comedy.vespae	urn:cts:greekLit:tlg0019.tlg004	tlg0019.tlg004
aristophanes-grammar.aristophanis-historiae-animalium-epitome-subjunctis-aeliani-timothei	urn:cts:greekLit:tlg0644.tlg001	tlg0644.tlg001
aristophon.fragmenta	urn:cts:greekLit:tlg0421.tlg001	tlg0421.tlg001
aristoteles-et-corpus-aristotelicum.analytica-priora-et-posteriora	urn:cts:greekLit:tlg0086.tlg001	tlg0086.tlg001
aristoteles-et-corpus-aristotelicum.aqhnai-wn-politei	urn:cts:greekLit:tlg0086.tlg003	tlg0086.tlg003
aristoteles-et-corpus-aristotelicum.categoriae	urn:cts:greekLit:tlg0086.tlg006	tlg0086.tlg006
aristoteles-et-corpus-aristotelicum.de-anima	urn:cts:greekLit:tlg0086.tlg002	tlg0086.tlg002
aristoteles-et-corpus-aristotelicum.de-anima-codicis-e-fragmenta-recensionis-vulgata-diversae	urn:cts:greekLit:tlg0086.tlg052	tlg0086.tlg052
aristoteles-et-corpus-aristotelicum.de-audibilibus	urn:cts:greekLit:tlg0086.tlg004	tlg0086.tlg004
aristoteles-et-corpus-aristotelicum.de-caelo	urn:cts:greekLit:tlg0086.tlg005	tlg0086.tlg005
aristoteles-et-corpus-aristotelicum.de-coloribus	urn:cts:greekLit:tlg0086.tlg007	tlg0086.tlg007
aristoteles-et-corpus-aristotelicum.de-divinatione-per-somnum	urn:cts:greekLit:tlg0086.tlg008	tlg0086.tlg008
aristoteles-et-corpus-aristotelicum.de-generatione-animalium	urn:cts:greekLit:tlg0086.tlg012	tlg0086.tlg012
aristoteles-et-corpus-aristotelicum.de-generatione-et-corruptione	urn:cts:greekLit:tlg0086.tlg013	tlg0086.tlg013
aristoteles-et-corpus-aristotelicum.de-incessu-animalium	urn:cts:greekLit:tlg0086.tlg015	tlg0086.tlg015
aristoteles-et-corpus-aristotelicum.de-insomniis	urn:cts:greekLit:tlg0086.tlg016	tlg0086.tlg016
aristoteles-et-corpus-aristotelicum.de-interpretatione	urn:cts:greekLit:tlg0086.tlg017	tlg0086.tlg017
aristoteles-et-corpus-aristotelicum.de-juventute-et-senectute-de-vita-et-morte	urn:cts:greekLit:tlg0086.tlg018	tlg0086.tlg018
aristoteles-et-corpus-aristotelicum.de-lineis-insecabilibus	urn:cts:greekLit:tlg0086.tlg019	tlg0086.tlg019
aristoteles-et-corpus-aristotelicum.de-longitudine-et-brevitate-vitae	urn:cts:greekLit:tlg0086.tlg020	tlg0086.tlg020
aristoteles-et-corpus-aristotelicum.de-memoria-et-reminiscentia	urn:cts:greekLit:tlg0086.tlg024	tlg0086.tlg024
aristoteles-et-corpus-aristotelicum.de-motu-animalium	urn:cts:greekLit:tlg0086.tlg021	tlg0086.tlg021
aristoteles-et-corpus-aristotelicum.de-partibus-animalium	urn:cts:greekLit:tlg0086.tlg030	tlg0086.tlg030
aristoteles-et-corpus-aristotelicum.de-respiratione	urn:cts:greekLit:tlg0086.tlg037	tlg0086.tlg037
aristoteles-et-corpus-aristotelicum.de-sensu-et-sensibilibus	urn:cts:greekLit:tlg0086.tlg041	tlg0086.tlg041
aristoteles-et-corpus-aristotelicum.de-somno-et-vigilia	urn:cts:greekLit:tlg0086.tlg042	tlg0086.tlg042
aristoteles-et-corpus-aristotelicum.de-spiritu	urn:cts:greekLit:tlg0086.tlg043	tlg0086.tlg043
aristoteles-et-corpus-aristotelicum.de-ventorum-situ-et-nominibus	urn:cts:greekLit:tlg0086.tlg046	tlg0086.tlg046
aristoteles-et-corpus-aristotelicum.de-virtutibus-et-vitiis	urn:cts:greekLit:tlg0086.tlg045	tlg0086.tlg045
aristoteles-et-corpus-aristotelicum.de-xenophane-de-zenone-de-gorgia	urn:cts:greekLit:tlg0086.tlg047	tlg0086.tlg047
aristoteles-et-corpus-aristotelicum.divisiones-aristoteleae	urn:cts:greekLit:tlg0086.tlg048	tlg0086.tlg048
aristoteles-et-corpus-aristotelicum.epistulae	urn:cts:greekLit:tlg0086.tlg011	tlg0086.tlg011
aristoteles-et-corpus-aristotelicum.ethica-eudemia	urn:cts:greekLit:tlg0086.tlg009	tlg0086.tlg009
aristoteles-et-corpus-aristotelicum.ethica-nicomachea	urn:cts:greekLit:tlg0086.tlg010	tlg0086.tlg010
aristoteles-et-corpus-aristotelicum.historia-animalium	urn:cts:greekLit:tlg0086.tlg014	tlg0086.tlg014
aristoteles-et-corpus-aristotelicum.magna-moralia	urn:cts:greekLit:tlg0086.tlg022	tlg0086.tlg022
aristoteles-et-corpus-aristotelicum.mechanica	urn:cts:greekLit:tlg0086.tlg023	tlg0086.tlg023
aristoteles-et-corpus-aristotelicum.metaphysica	urn:cts:greekLit:tlg0086.tlg025	tlg0086.tlg025
aristoteles-et-corpus-aristotelicum.meteorologica	urn:cts:greekLit:tlg0086.tlg026	tlg0086.tlg026
aristoteles-et-corpus-aristotelicum.mirabilium-auscultationes	urn:cts:greekLit:tlg0086.tlg027	tlg0086.tlg027
aristoteles-et-corpus-aristotelicum.oeconomica	urn:cts:greekLit:tlg0086.tlg029	tlg0086.tlg029
aristoteles-et-corpus-aristotelicum.physica	urn:cts:greekLit:tlg0086.tlg031	tlg0086.tlg031
aristoteles-et-corpus-aristotelicum.physicorum-libri-octavi-textus-alter-post-267b26	urn:cts:greekLit:tlg0086.tlg054	tlg0086.tlg054
aristoteles-et-corpus-aristotelicum.physiognomonica	urn:cts:greekLit:tlg0086.tlg032	tlg0086.tlg032
aristoteles-et-corpus-aristotelicum.poetica	urn:cts:greekLit:tlg0086.tlg034	tlg0086.tlg034
aristoteles-et-corpus-aristotelicum.politica	urn:cts:greekLit:tlg0086.tlg035	tlg0086.tlg035
aristoteles-et-corpus-aristotelicum.problemata	urn:cts:greekLit:tlg0086.tlg036	tlg0086.tlg036
aristoteles-et-corpus-aristotelicum.rhetorica	urn:cts:greekLit:tlg0086.tlg038	tlg0086.tlg038
aristoteles-et-corpus-aristotelicum.sophistici-elenchi	urn:cts:greekLit:tlg0086.tlg040	tlg0086.tlg040
aristoteles-et-corpus-aristotelicum.tlg0086-tlg039	urn:cts:greekLit:tlg0086.tlg039	tlg0086.tlg039
aristoteles-et-corpus-aristotelicum.topica	urn:cts:greekLit:tlg0086.tlg044	tlg0086.tlg044
aristoxenus-music.elementa-harmonica	urn:cts:greekLit:tlg0088.tlg001	tlg0088.tlg001
aristoxenus-music.fragmenta	urn:cts:greekLit:tlg0088.tlg006	tlg0088.tlg006
arius-didymus.liber-de-philosophorum-sectis-epitome-ap-stobaeum	urn:cts:greekLit:tlg0529.tlg002	tlg0529.tlg002
arius-didymus.physica-fragmenta	urn:cts:greekLit:tlg0529.tlg001	tlg0529.tlg001
armenidas.fragmenta	urn:cts:greekLit:tlg0360.tlg002	tlg0360.tlg002
artaxerxis-epistulae.epistulae	urn:cts:greekLit:tlg0045.tlg001	tlg0045.tlg001
artemidorus-oneirocritica.onirocriticon	urn:cts:greekLit:tlg0553.tlg001	tlg0553.tlg001
artemon-cassandrensis.fragmenta	urn:cts:greekLit:tlg1197.tlg001	tlg1197.tlg001
artemon-history.fragmenta	urn:cts:greekLit:tlg2307.tlg002	tlg2307.tlg002
artemon-pergamenus.fragmenta	urn:cts:greekLit:tlg2392.tlg003	tlg2392.tlg003
asclepiades-mendesius.fragmenta	urn:cts:greekLit:tlg2423.tlg002	tlg2423.tlg002
asclepiades-myrleanus.fragmenta	urn:cts:greekLit:tlg1199.tlg003	tlg1199.tlg003
asclepiades-tragilensis.fragmenta	urn:cts:greekLit:tlg1200.tlg003	tlg1200.tlg003
asclepiades.fragmenta	urn:cts:greekLit:tlg1200.tlg001	tlg1200.tlg001
asclepiodotus.tactica	urn:cts:greekLit:tlg0556.tlg001	tlg0556.tlg001
asclepius.in-aristotelis-metaphysicorum-libros-az-commentaria	urn:cts:greekLit:tlg4018.tlg001	tlg4018.tlg001
asius.fragmentum-elegiacum	urn:cts:greekLit:tlg0242.tlg001	tlg0242.tlg001
aspasius.in-ethica-nichomachea-commentaria	urn:cts:greekLit:tlg0615.tlg001	tlg0615.tlg001
astrampsychus-magus.astrampsychus-oracula-hercher	urn:cts:greekLit:tlg2642.tlg001	tlg2642.tlg001
astydamas.fragmenta	urn:cts:greekLit:tlg0325.tlg001	tlg0325.tlg001
athanasius-of-alexandria.apologia-ad-constantium	urn:cts:greekLit:tlg2035.tlg134	tlg2035.tlg134
athanasius-of-alexandria.epistula-ad-afros	urn:cts:greekLit:tlg2035.tlg138	tlg2035.tlg138
athanasius-of-alexandria.epistula-ad-dracontium	urn:cts:greekLit:tlg2035.tlg137	tlg2035.tlg137
athanasius-of-alexandria.epistula-ad-ioannem-et-antiochum	urn:cts:greekLit:tlg2035.tlg135	tlg2035.tlg135
athanasius-of-alexandria.epistula-ad-jovianum	urn:cts:greekLit:tlg2035.tlg140	tlg2035.tlg140
athanasius-of-alexandria.epistula-ad-palladium	urn:cts:greekLit:tlg2035.tlg136	tlg2035.tlg136
athanasius-of-alexandria.petitiones-arianorum	urn:cts:greekLit:tlg2035.tlg141	tlg2035.tlg141
athanasius-of-alexandria.tomus-ad-antiochenos	urn:cts:greekLit:tlg2035.tlg139	tlg2035.tlg139
athanasius-theology.contra-gentes	urn:cts:greekLit:tlg2035.tlg001	tlg2035.tlg001
athanasius-theology.de-azymis-sp	urn:cts:greekLit:tlg2035.tlg058	tlg2035.tlg058
athanasius-theology.de-corpore-et-anima-sp	urn:cts:greekLit:tlg2035.tlg103	tlg2035.tlg103
athanasius-theology.de-decretis-nicaenae-synodi	urn:cts:greekLit:tlg2035.tlg003	tlg2035.tlg003
athanasius-theology.de-incarnatione-contra-apollinarium-libri-ii-sp	urn:cts:greekLit:tlg2035.tlg124	tlg2035.tlg124
athanasius-theology.de-incarnatione-verbi	urn:cts:greekLit:tlg2035.tlg002	tlg2035.tlg002
athanasius-theology.de-sabbatis-et-circumcisione-sp	urn:cts:greekLit:tlg2035.tlg068	tlg2035.tlg068
athanasius-theology.de-sancta-trinitate-dialogi-1-3-5-sp	urn:cts:greekLit:tlg2035.tlg109	tlg2035.tlg109
athanasius-theology.de-sancta-trinitate-dialogi-2-and-4-sp	urn:cts:greekLit:tlg2035.tlg027	tlg2035.tlg027
athanasius-theology.de-sententia-dionysii	urn:cts:greekLit:tlg2035.tlg004	tlg2035.tlg004
athanasius-theology.de-synodis-arimini-in-italia-et-seleuciae-in-isauria	urn:cts:greekLit:tlg2035.tlg010	tlg2035.tlg010
athanasius-theology.de-virginitate-sp	urn:cts:greekLit:tlg2035.tlg029	tlg2035.tlg029
athanasius-theology.dialogi-duo-contra-macedonianos-sp	urn:cts:greekLit:tlg2035.tlg099	tlg2035.tlg099
athanasius-theology.disputatio-contra-arium-sp	urn:cts:greekLit:tlg2035.tlg072	tlg2035.tlg072
athanasius-theology.doctrina-ad-antiochum-ducem-sp	urn:cts:greekLit:tlg2035.tlg026	tlg2035.tlg026
athanasius-theology.doctrina-ad-monachos-sp	urn:cts:greekLit:tlg2035.tlg102	tlg2035.tlg102
athanasius-theology.epistula-ad-adelphium	urn:cts:greekLit:tlg2035.tlg050	tlg2035.tlg050
athanasius-theology.epistula-ad-afros-episcopos	urn:cts:greekLit:tlg2035.tlg049	tlg2035.tlg049
athanasius-theology.epistula-ad-epictetum	urn:cts:greekLit:tlg2035.tlg110	tlg2035.tlg110
athanasius-theology.epistula-ad-jovianum	urn:cts:greekLit:tlg2035.tlg119	tlg2035.tlg119
athanasius-theology.epistula-ad-marcellinum-de-interpretatione-psalmorum	urn:cts:greekLit:tlg2035.tlg059	tlg2035.tlg059
athanasius-theology.epistula-ad-maximum	urn:cts:greekLit:tlg2035.tlg051	tlg2035.tlg051
athanasius-theology.epistula-ad-monachos-2	urn:cts:greekLit:tlg2035.tlg055	tlg2035.tlg055
athanasius-theology.epistula-ad-rufinianum	urn:cts:greekLit:tlg2035.tlg015	tlg2035.tlg015
athanasius-theology.epistula-catholica-sp	urn:cts:greekLit:tlg2035.tlg065	tlg2035.tlg065
athanasius-theology.epistula-festalis-xxxix-fragmentum-in-collectione-canonum	urn:cts:greekLit:tlg2035.tlg014	tlg2035.tlg014
athanasius-theology.epistulae-ad-castorem-sp	urn:cts:greekLit:tlg2035.tlg085	tlg2035.tlg085
athanasius-theology.epistulae-festales-ap-cosmam-indicopleustem	urn:cts:greekLit:tlg2035.tlgX01	tlg2035.tlgX01
athanasius-theology.epistulae-quattuor-ad-serapionem	urn:cts:greekLit:tlg2035.tlg043	tlg2035.tlg043
athanasius-theology.expositiones-in-psalmos	urn:cts:greekLit:tlg2035.tlg061	tlg2035.tlg061
athanasius-theology.fragmenta-varia	urn:cts:greekLit:tlg2035.tlg054	tlg2035.tlg054
athanasius-theology.homilia-de-passione-et-cruce-domini-additamenta	urn:cts:greekLit:tlg2035.tlg125	tlg2035.tlg125
athanasius-theology.homilia-de-passione-et-cruce-domini-sp	urn:cts:greekLit:tlg2035.tlg070	tlg2035.tlg070
athanasius-theology.homilia-de-semente-sp	urn:cts:greekLit:tlg2035.tlg069	tlg2035.tlg069
athanasius-theology.homilia-in-occursum-domini-sp	urn:cts:greekLit:tlg2035.tlg090	tlg2035.tlg090
athanasius-theology.homilia-in-passionem-domini-et-in-parasceve-sp	urn:cts:greekLit:tlg2035.tlgX08	tlg2035.tlgX08
athanasius-theology.homilia-in-sanctum-andream-sp	urn:cts:greekLit:tlg2035.tlgX12	tlg2035.tlgX12
athanasius-theology.homilia-in-sanctum-pascha-et-in-recens-illuminatos-sp	urn:cts:greekLit:tlg2035.tlgX10	tlg2035.tlgX10
athanasius-theology.homilia-in-sanctum-pascha-sp	urn:cts:greekLit:tlg2035.tlgX09	tlg2035.tlgX09
athanasius-theology.in-caecum-nativitate-sp	urn:cts:greekLit:tlg2035.tlg091	tlg2035.tlg091
athanasius-theology.in-illud-profecti-in-pagum-invenietis-pullum-alligatum-sp	urn:cts:greekLit:tlg2035.tlg017	tlg2035.tlg017
athanasius-theology.in-nativitatem-praecursoris-sp	urn:cts:greekLit:tlg2035.tlg086	tlg2035.tlg086
athanasius-theology.interpretatio-in-symbolum-sp	urn:cts:greekLit:tlg2035.tlgX06	tlg2035.tlgX06
athanasius-theology.liber-de-definitionibus-sp	urn:cts:greekLit:tlg2035.tlg075	tlg2035.tlg075
athanasius-theology.narratio-de-cruce-seu-imagine-berytensi-sp	urn:cts:greekLit:tlg2035.tlg082	tlg2035.tlg082
athanasius-theology.oratio-i-contra-arianos	urn:cts:greekLit:tlg2035.tlg130	tlg2035.tlg130
athanasius-theology.oratio-ii-contra-arianos	urn:cts:greekLit:tlg2035.tlg131	tlg2035.tlg131
athanasius-theology.oratio-iii-contra-arianos	urn:cts:greekLit:tlg2035.tlg132	tlg2035.tlg132
