slug	work_id	title	author	author_id	cts_urn	tlg	wikidata	source	edition	license	passages	tokens	tokens_lemmatized	correction	unattested_rate	scheme_class	scheme	scheme_depth	sha256
callimachus.hecala	ogc000689	Hecala	Callimachus	oga000307	urn:cts:greekLit:tlg0533.tlg009	tlg0533.tlg009		first1k	1st1K-grc1	CC-BY-SA-4.0	41	1181	1124	not-ocr		logical-numeric	ref.sub	2	659130898f1c49f69a9cdfb827e2932281007c11feff97ce134245eaeaf437fe
callimachus.iambi	ogc000690	Iambi	Callimachus	oga000307	urn:cts:greekLit:tlg0533.tlg007	tlg0533.tlg007	Q12900351	first1k	1st1K-grc1	CC-BY-SA-4.0	30	1398	1286	not-ocr		logical-numeric	ref.sub	2	430674f1f06a43684f749af09a5856ae84373a1994cdf95cb4aeb32064bab894
callimachus.in-apollinem-hymn-2	ogc000691	In Apollinem (Hymn. 2)	Callimachus	oga000307	urn:cts:greekLit:tlg0533.tlg016	tlg0533.tlg016		perseus	perseus-grc4	CC-BY-SA-4.0	113	783	743	not-ocr		logical-numeric	ref	1	81c2b3352e7f5bf5cb947e5c3966842941023e730377858ec861c71baf9abed0
callimachus.in-cererem-hymn-6	ogc000692	In Cererem (Hymn. 6)	Callimachus	oga000307	urn:cts:greekLit:tlg0533.tlg020	tlg0533.tlg020		perseus	perseus-grc3	CC-BY-SA-4.0	138	968	914	not-ocr		logical-numeric	ref	1	201fca4a635dc992208fa8e837e50e684af87152983e4ed6876b901a43cabb4a
callimachus.in-delum-hymn-4	ogc000693	In Delum (Hymn. 4)	Callimachus	oga000307	urn:cts:greekLit:tlg0533.tlg018	tlg0533.tlg018		perseus	perseus-grc3	CC-BY-SA-4.0	325	2165	2100	not-ocr		logical-numeric	ref	1	487abcce2daaa4635235d65479ceacb7e19a05dfb1d074788fb52d32a5d7a765
callimachus.in-dianam-hymn-3	ogc000694	In Dianam (Hymn. 3)	Callimachus	oga000307	urn:cts:greekLit:tlg0533.tlg017	tlg0533.tlg017		perseus	perseus-grc3	CC-BY-SA-4.0	268	1855	1776	not-ocr		logical-numeric	ref	1	c0a6601e67c8ed2d1ec5ce3b573d42a345afcd92462d3d3acb14bc9d6b527d90
callimachus.in-jovem-hymn-1	ogc000695	In Jovem (Hymn. 1)	Callimachus	oga000307	urn:cts:greekLit:tlg0533.tlg015	tlg0533.tlg015		perseus	perseus-grc3	CC-BY-SA-4.0	96	703	675	not-ocr		logical-numeric	ref	1	d0f2472c686f384be8230a22f9ffa3e62911159e520ca25942cfe5db8780dc02
callimachus.in-lavacrum-palladis-hymn-5	ogc000696	In Lavacrum Palladis (Hymn. 5)	Callimachus	oga000307	urn:cts:greekLit:tlg0533.tlg019	tlg0533.tlg019		perseus	perseus-grc3	CC-BY-SA-4.0	142	920	876	not-ocr		logical-numeric	ref	1	0f40cda9b6005217a5a5295180fc5406ccf5c23238a0b6364f1e4c1fede573af
callimorphus-medicus.fragmenta	ogc000697	Fragmenta	callimorphus-medicus	oga000308				dfhg	dfhg	CC-BY-SA-4.0	1	154	154	not-ocr		logical-numeric	ref.sub	2	d70dcb81ab77df167f922aa29bb01a0f89a2283baea5753fe4851816bc97e751
callinicus-soph.fragmenta	ogc000698	Fragmenta	Callinicus	oga000309	urn:cts:greekLit:tlg2189.tlg002	tlg2189.tlg002		dfhg	dfhg	CC-BY-SA-4.0	1	171	170	not-ocr		logical-numeric	ref.sub	2	0aaf0d64cc17a21082c2dbc7b991d38ccb3d109e6e4fccbc196a155a562bef43
callinicus-soph.fragmenta-2	ogc000699	Fragmenta	Callinicus	oga000309	urn:cts:greekLit:tlg2189.tlg003	tlg2189.tlg003		first1k	1st1K-grc1	CC-BY-SA-4.0	1	171	171	not-ocr		logical-numeric	ref	1	a0c71ea80ae73b2b2c9d5404bce0b9adc45a09fc2d37c58715155fd870612c22
callinus.fragmenta	ogc000700	Fragmenta	Callinus	oga000310	urn:cts:greekLit:tlg0243.tlg001	tlg0243.tlg001		ocr	bergk-plg2-ocr-frag	PD	5	149	144	raw-ocr	0.052083	logical-numeric	ref	1	b93e091ee00ada8a5b4c9807c008d9141c565f68a44e202a38e6775df81a31e1
calliphon-et-democedes.testimonia	ogc000701	Testimonia	Calliphon Et Democedes	oga000311	urn:cts:greekLit:tlg2218.tlg001	tlg2218.tlg001		ocr	qwen36-nausiphanes_diels_fvs2	PD	39	1465	1450	auto-corrected	0.172113	edition-prefixed			3f868bf8aa8acba0b0ef4fc4523df5eed288b6a204029621f5f5f0fa9fded986
callippus-corinthius.fragmenta	ogc000702	Fragmentum	callippus-corinthius	oga000312	urn:cts:greekLit:tlg2270.tlg002	tlg2270.tlg002		dfhg	dfhg	CC-BY-SA-4.0	2	184	184	not-ocr		logical-numeric	ref.sub	2	f71227140e988452c89eff610a965052f13df7b3a6c93123ac9678f6f793564b
callistratus-soph.statuarum-descriptiones	ogc000703	Statuarum Descriptiones	Callistratus	oga000313	urn:cts:greekLit:tlg4091.tlg001	tlg4091.tlg001	Q87771449	perseus	perseus-grc2	CC-BY-SA-4.0	14	3900	3856	not-ocr		logical-numeric	ref	1	c66c05dfbc4e2c377f4f55e75e201a3ad01716f1cda35a8e9cc26ba236e81ac7
callixenus-rhodius.fragmenta	ogc000704	Fragmenta	callixenus-rhodius	oga000315	urn:cts:greekLit:tlg1240.tlg003	tlg1240.tlg003		dfhg	dfhg	CC-BY-SA-4.0	8	4308	4288	not-ocr		logical-numeric	ref.sub	2	bf62d5d0b71c0b276bbda20c93fa3c5bcf46107d170452542019b112c679506a
callixenus.fragmenta	ogc000705	Fragmenta	Callixenus	oga000314	urn:cts:greekLit:tlg1240.tlg001	tlg1240.tlg001		ocr	qwen36-fhg_vol3_mueller_diocles_rhodius-ocr	PD	119	3805	3585	auto-corrected	0.185452	edition-prefixed			f4cace8ef973785fa581211f25fb3c9d248f3de2a9a4b1e4ce7603072983bc98
candidus-isaurus.fragmenta	ogc000706	Fragmenta	candidus-isaurus	oga000316				dfhg	dfhg	CC-BY-SA-4.0	2	997	978	not-ocr		logical-numeric	ref.sub	2	72d783cfa0dcdb89c95fe6a62806a0f1a1662e2611a5c941b2a194223c0f8a0b
cantharus.fragmenta	ogc000707	Fragmenta	Cantharus	oga000317	urn:cts:greekLit:tlg0428.tlg001	tlg0428.tlg001		ocr	kock-caf1-ocr-frag	PD	12	149	139	auto-corrected	0.184466	logical-numeric	ref	1	845c50ccbab1178df6c64ca863e81bca7ae7c9bdd7d20f6eebd05f0ee8a1a79c
canticum-euripidis.ex-orestis-stasimo-i	ogc000708	Ex Orestis Stasimo I	canticum-euripidis	oga000318	urn:cts:greekLit:tlg2138.tlg001	tlg2138.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	1	92	90	not-ocr		logical-numeric	ref	1	1656b5a61dcb70866c4dc4e73536591badee27ea12ac8eac621e321fc1b29580
capito.fragmenta	ogc000709	Fragmenta	Capito	oga000319	urn:cts:greekLit:tlg2506.tlg003	tlg2506.tlg003		dfhg	dfhg	CC-BY-SA-4.0	17	225	205	not-ocr		logical-numeric	ref.sub	2	cfbce40d1d617ffec7bfd9bce3c79b7ad2a6572465811dff2ea4f58f70dd8b3a
carcinus-junior.fragmenta	ogc000710	Fragmenta	Carcinus Junior	oga000320	urn:cts:greekLit:tlg0327.tlg001	tlg0327.tlg001		ocr	nauck-tgf-ocr	PD	52	665	640	raw-ocr	0.157277	edition-prefixed			6b9923a176293ab76d3124be5303b01fe4c581b2592f241142327caab520e7cb
carmina-convivialia-pmg.fragmenta	ogc000711	Fragmenta	Carmina Convivialia (Pmg)	oga000321	urn:cts:greekLit:tlg0296.tlg001	tlg0296.tlg001		ocr	bergk-plg3-ocr-frag	PD	119	4946	4747	auto-corrected	0.112267	logical-numeric	ref	1	46befedeb849be8c6e1c61fd748a1539de154cc309d190d7f28b31f595e34317
carmina-delphis-inventa.carmina-delphis-inventa	ogc000712	Carmina Delphis Inventa	carmina-delphis-inventa	oga000322	urn:cts:greekLit:tlg0362.tlg001	tlg0362.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	4	943	822	not-ocr		mixed			5370d806578da00c6ce28ad96f1194cc5b62b4b1562fbf597b981ef117dbc5e8
carmina-popularia-pmg.fragmenta	ogc000713	Fragmenta	Carmina Popularia (Pmg)	oga000323	urn:cts:greekLit:tlg0295.tlg001	tlg0295.tlg001		ocr	bergk-plg3-ocr-frag	PD	46	2141	2053	auto-corrected	0.232827	logical-numeric	ref	1	28fd490843556578d03e74cd5813cc718aa34e3250f2703bf0714843d9d0203d
carystius.fragmenta	ogc000714	Fragmenta	Carystius	oga000324	urn:cts:greekLit:tlg1245.tlg001	tlg1245.tlg001		dfhg	dfhg	CC-BY-SA-4.0	19	877	867	not-ocr		logical-numeric	ref.sub	2	6bcc3b0d8ae75c6a811e9585990cd89d3b1a264bf8d2b92004bdc7d705007efb
cassius-dio.historiae-romanae	ogc000715	Historiae Romanae	Cassius Dio	oga000325	urn:cts:greekLit:tlg0385.tlg001	tlg0385.tlg001		perseus	perseus-grc2	CC-BY-SA-4.0	4403	191353	188645	not-ocr		logical-numeric	ref.sub.sub	3	cd32c06fb75deb60ebffef83d19cf7cf3b80f2352f787f1f6130b6271d3432e8
cassius-iatrosophista.quaestiones-medicae-et-problemata-physica	ogc000716	Quaestiones Medicae Et Problemata Physica	Cassius Iatrosophista	oga000326	urn:cts:greekLit:tlg0733.tlg001	tlg0733.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	84	6912	6753	not-ocr		logical-numeric	ref	1	1eb7a1d293670040a74bccacc26ffbc7613d5839d3e3f68b37c682754d76ab49
cassius-longinus.ars-rhetorica	ogc000717	Ars Rhetorica	Cassius Longinus	oga000327	urn:cts:greekLit:tlg2178.tlg001	tlg2178.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	25	5409	5350	not-ocr		logical-numeric	ref.sub	2	df796639f40ea4f3dac67a470ee6f9e68014ce581369fecb472c4e8edea745ef
cassius-longinus.excerpta	ogc000718	Excerpta	Cassius Longinus	oga000327	urn:cts:greekLit:tlg2178.tlg002	tlg2178.tlg002		first1k	1st1K-grc1	CC-BY-SA-4.0	24	647	640	not-ocr		logical-numeric	ref	1	c43b2bf690423d2c87e7654fa367ae10ac48927a1fea458c95a3d33eb86b5f74
cassius-longinus.fragmenta	ogc000719	Fragmenta	Cassius Longinus	oga000327	urn:cts:greekLit:tlg2178.tlg004	tlg2178.tlg004		first1k	1st1K-grc1	CC-BY-SA-4.0	11	1424	1407	not-ocr		logical-numeric	ref.sub.sub	3	bd6c1b79e2732f6e3e91428c2bfae31ab0573e8fe15b0c55ebf5f2fdd3822a5e
castor-rhetor.peri-metron-rhetorikon	ogc003866		castor-rhetor	oga001482				ocr	migne-ocr-qwen36	PD	153	2421	2323	auto-corrected	0.100351	logical-numeric	ref.sub	2	e4d8e5eb8a09eff6240c99130f50960586ca6ae1e34e578ca1069e6ab3f8ed33
catenae-novum-testamentum.catena-in-acta-catena-andreae-e-cod-oxon-coll-nov-58	ogc000720	Catena In Acta (Catena Andreae) (E Cod. Oxon. Coll. Nov. 58)	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg008	tlg4102.tlg008		first1k	1st1K-grc1	CC-BY-SA-4.0	374	118263	117321	not-ocr		logical-numeric	ref.sub	2	0db3732471731cddd2f77a9786d38b744e3bc074ef8381c9d2af83dd9b770186
catenae-novum-testamentum.catena-in-epistulam-ad-colossenses-typus-parisinus-e-cod	ogc000721	Catena In Epistulam Ad Colossenses (Typus Parisinus) (E Cod	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg022	tlg4102.tlg022		first1k	1st1K-grc1	CC-BY-SA-4.0	22	13684	13568	not-ocr		mixed			963a4b1fc20d9aa803a560e96a206293387bd8972c36ebddcff217e4c4605def
catenae-novum-testamentum.catena-in-epistulam-ad-ephesios-typus-parisinus-e-cod-coislin	ogc000722	Catena In Epistulam Ad Ephesios (Typus Parisinus) (E Cod. Coislin	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg020	tlg4102.tlg020		first1k	1st1K-grc1	CC-BY-SA-4.0	125	38527	38257	not-ocr		logical-numeric	ref.sub	2	9c6cdbbd9564912d8d9393a0a8f4fc482014c1553aa4ce316001908d5c391177
catenae-novum-testamentum.catena-in-epistulam-ad-galatas-typus-parisinus-e-cod-coislin	ogc000723	Catena In Epistulam Ad Galatas (Typus Parisinus) (E Cod. Coislin	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg019	tlg4102.tlg019		first1k	1st1K-grc1	CC-BY-SA-4.0	87	27093	26893	not-ocr		mixed			6a31d8d06062faf9dae638720d7f78ed37b7aae788c61d0b878e3797e587c023
catenae-novum-testamentum.catena-in-epistulam-ad-hebraeos-e-cod-paris-coislin-204	ogc000724	Catena In Epistulam Ad Hebraeos (E Cod. Paris. Coislin. 204)	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg038	tlg4102.tlg038		first1k	1st1K-grc1	CC-BY-SA-4.0	452	152852	151930	not-ocr		mixed			a0552d86aa140922c26b85e637e1a59e0113413b87ecfed50fb12513b2ba3832
catenae-novum-testamentum.catena-in-epistulam-ad-philemonem-e-cod-paris-coislin-204	ogc000725	Catena In Epistulam Ad Philemonem (E Cod. Paris. Coislin. 204)	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg037	tlg4102.tlg037		first1k	1st1K-grc1	CC-BY-SA-4.0	5	2157	2138	not-ocr		mixed			fe789b483dfcbd7fc053b2e8fd04e2e98f62ef239e184838ebf8e468de31ceea
catenae-novum-testamentum.catena-in-epistulam-ad-philippenses-typus-parisinus-e-cod	ogc000726	Catena In Epistulam Ad Philippenses (Typus Parisinus) (E Cod	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg021	tlg4102.tlg021		first1k	1st1K-grc1	CC-BY-SA-4.0	52	18520	18384	not-ocr		logical-numeric	ref.sub	2	998c2b1efbcfe6520b92e400687e7a124dce72511aca12687805bd39e0e4d8b1
catenae-novum-testamentum.catena-in-epistulam-ad-romanos-typus-monacensis-e-cod-monac-gr	ogc000727	Catena In Epistulam Ad Romanos (Typus Monacensis) (E Cod. Monac. Gr	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg011	tlg4102.tlg011		first1k	1st1K-grc1	CC-BY-SA-4.0	776	114231	113614	not-ocr		mixed			f3eef743869c302bd2a804b015c9ea29485222bef07ff5bb1efb9396ebc200d0
catenae-novum-testamentum.catena-in-epistulam-ad-romanos-typus-vaticanus-e-cod-oxon-bodl	ogc000728	Catena In Epistulam Ad Romanos (Typus Vaticanus) (E Cod. Oxon. Bodl	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg010	tlg4102.tlg010		first1k	1st1K-grc1	CC-BY-SA-4.0	146	48731	48335	not-ocr		logical-numeric	ref.sub	2	3f998676560c1bba8ef49f56959e68de72cae187d991f9977010d965c3a94fd3
catenae-novum-testamentum.catena-in-epistulam-ad-titum-e-cod-paris-coislin-204	ogc000729	Catena In Epistulam Ad Titum (E Cod. Paris. Coislin. 204)	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg036	tlg4102.tlg036		first1k	1st1K-grc1	CC-BY-SA-4.0	9	4495	4456	not-ocr		mixed			a4b694ecaeac8ab7486c36a6411a9be290e4a09db8499cd6d4833eeec791be85
catenae-novum-testamentum.catena-in-epistulam-i-ad-corinthios-typus-vaticanus-e-cod-paris	ogc000730	Catena In Epistulam I Ad Corinthios (Typus Vaticanus) (E Cod. Paris	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg012	tlg4102.tlg012		first1k	1st1K-grc1	CC-BY-SA-4.0	351	104898	104225	not-ocr		logical-numeric	ref.sub	2	04dc316eb2e9aed3f88840f4b1fa04f70cf68e781217ad19cb337c0d24739d63
catenae-novum-testamentum.catena-in-epistulam-i-ad-thessalonicenses-typus-parisinus-e-cod	ogc000731	Catena In Epistulam I Ad Thessalonicenses (Typus Parisinus) (E Cod	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg023	tlg4102.tlg023		first1k	1st1K-grc1	CC-BY-SA-4.0	26	9607	9527	not-ocr		logical-numeric	ref.sub	2	0d1999937116c957906fc9d0a003d7947e3057b75ec0a7345c7f1f3a60ec96fb
catenae-novum-testamentum.catena-in-epistulam-i-ad-timotheum-e-cod-paris-coislin-204	ogc000732	Catena In Epistulam I Ad Timotheum (E Cod. Paris. Coislin. 204)	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg034	tlg4102.tlg034		first1k	1st1K-grc1	CC-BY-SA-4.0	27	13854	13775	not-ocr		logical-numeric	ref	1	c48fa7a4f2847fc39098071e53102e5fcbe2a4f51850f4afcb93846b6f7db5f1
catenae-novum-testamentum.catena-in-epistulam-ii-ad-corinthios-catena-pseudooecumenii-e	ogc000733	Catena In Epistulam Ii Ad Corinthios (Catena Pseudooecumenii) (E	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg013	tlg4102.tlg013		first1k	1st1K-grc1	CC-BY-SA-4.0	109	33413	33171	not-ocr		mixed			df8ce277e1896b152ed7a4b719ba3abd67c3ca4b8fab152d06a1766c27bea2ba
catenae-novum-testamentum.catena-in-epistulam-ii-ad-thessalonicenses-typus-parisinus-e-cod	ogc000734	Catena In Epistulam Ii Ad Thessalonicenses (Typus Parisinus) (E Cod	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg024	tlg4102.tlg024		first1k	1st1K-grc1	CC-BY-SA-4.0	26	8936	8841	not-ocr		mixed			648bd235d2d62eb6bd4362ef21ecf8b4bb7edde0ec4930fb9b2c2867e83f9c80
catenae-novum-testamentum.catena-in-epistulam-ii-ad-timotheum-e-cod-paris-coislin-204	ogc000735	Catena In Epistulam Ii Ad Timotheum (E Cod. Paris. Coislin. 204)	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg035	tlg4102.tlg035		first1k	1st1K-grc1	CC-BY-SA-4.0	12	7844	7795	not-ocr		mixed			7b9aa4087ea1457eddbcb3f97b084a785f7365a39753727076f8a82f30e5435e
catenae-novum-testamentum.catena-in-epistulam-jacobi-catena-andreae-e-cod-oxon-coll-nov	ogc000736	Catena In Epistulam Jacobi (Catena Andreae) (E Cod. Oxon. Coll. Nov	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg040	tlg4102.tlg040		first1k	1st1K-grc1	CC-BY-SA-4.0	12	10732	10635	not-ocr		logical-numeric	ref	1	ee17e7e67f8d5b65ed2a1f8edd4d51e3e21ad8acc5574f70c894fda9cf6b7b44
catenae-novum-testamentum.catena-in-epistulam-joannis-i-catena-andreae-e-cod-oxon-coll	ogc000737	Catena In Epistulam Joannis I (Catena Andreae) (E Cod. Oxon. Coll	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg043	tlg4102.tlg043		first1k	1st1K-grc1	CC-BY-SA-4.0	29	11545	11450	not-ocr		logical-numeric	ref.sub	2	c8d7b0c6ab43320b32f531c9ebaadadc22e93514ccd9a85f0d4ea91c8a72621b
catenae-novum-testamentum.catena-in-epistulam-joannis-ii-catena-andreae-e-cod-oxon-coll	ogc000738	Catena In Epistulam Joannis Ii (Catena Andreae) (E Cod. Oxon. Coll	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg044	tlg4102.tlg044		first1k	1st1K-grc1	CC-BY-SA-4.0	3	650	645	not-ocr		mixed			87809b669a237de2d2567223428ef614cdd3a1cc967d90e7730aa57d7038ae6e
catenae-novum-testamentum.catena-in-epistulam-joannis-iii-catena-andreae-e-cod-oxon-coll	ogc000739	Catena In Epistulam Joannis Iii (Catena Andreae) (E Cod. Oxon. Coll	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg045	tlg4102.tlg045		first1k	1st1K-grc1	CC-BY-SA-4.0	4	901	895	not-ocr		mixed			89a84c6fe9febe9d966d27e49be3cefe913e0500ca66785be8252c437dddf093
catenae-novum-testamentum.catena-in-epistulam-juda-catena-andreae-e-cod-oxon-coll-nov	ogc000740	Catena In Epistulam Juda (Catena Andreae) (E Cod. Oxon. Coll. Nov	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg046	tlg4102.tlg046		first1k	1st1K-grc1	CC-BY-SA-4.0	20	4417	4371	not-ocr		logical-numeric	ref.sub	2	fb24a1151882fb5b32703f1e553f2530a51377fa6697c392a3ff9e9e2ce9b5bb
catenae-novum-testamentum.catena-in-epistulam-petri-i-catena-andreae-e-cod-oxon-coll	ogc000741	Catena In Epistulam Petri I (Catena Andreae) (E Cod. Oxon. Coll	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg041	tlg4102.tlg041		first1k	1st1K-grc1	CC-BY-SA-4.0	29	11420	11326	not-ocr		logical-numeric	ref.sub	2	4b116e5a3416e8f5420574c56998a30c4b02d3bbf399d5cb80d5626a5101f732
catenae-novum-testamentum.catena-in-epistulam-petri-ii-catena-andreae-e-cod-oxon-coll	ogc000742	Catena In Epistulam Petri Ii (Catena Andreae) (E Cod. Oxon. Coll	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg042	tlg4102.tlg042		first1k	1st1K-grc1	CC-BY-SA-4.0	5	5194	5149	not-ocr		mixed			26a237a5a7637e7d2e9060814a9fea3a2e09fa243eb95cec8e7162f7dd4f7d2d
catenae-novum-testamentum.catena-in-joannem-catena-integra-e-codd-paris-coislin-23	ogc000743	Catena In Joannem (Catena Integra) (E Codd. Paris. Coislin. 23	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg005	tlg4102.tlg005		first1k	1st1K-grc1	CC-BY-SA-4.0	231	74203	73726	not-ocr		logical-numeric	ref.sub	2	c482dc816709caaf8949e0692b50e313f320c47a6d1eb02d482a933531e05011
catenae-novum-testamentum.catena-in-lucam-typus-b-e-codd-paris-coislin-23-oxon-bodl	ogc000744	Catena In Lucam (Typus B) (E Codd. Paris. Coislin. 23 Oxon. Bodl	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg004	tlg4102.tlg004		first1k	1st1K-grc1	CC-BY-SA-4.0	104	50045	49522	not-ocr		mixed			ef086c673ad6ec34b8ff016d2d320fe70fa94505e0e1e4d3d40bbae68c56dff9
catenae-novum-testamentum.catena-in-marcum-recensio-ii-e-codd-oxon-bodl-laud-33	ogc000745	Catena In Marcum (Recensio Ii) (E Codd. Oxon. Bodl. Laud. 33	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg002	tlg4102.tlg002		first1k	1st1K-grc1	CC-BY-SA-4.0	126	51747	51413	not-ocr		logical-numeric	ref.sub	2	57d86ffd20274d1d2f92c6f9c134ec41c3878d1267a25ea1f7343d7aa71cee08
catenae-novum-testamentum.catena-in-matthaeum-catena-integra-e-cod-paris-coislin-gr-23	ogc000746	Catena In Matthaeum (Catena Integra) (E Cod. Paris. Coislin. Gr. 23)	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg001	tlg4102.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	169	77061	76602	not-ocr		logical-numeric	ref.sub	2	b3089a2e386b6a9dde0177a61725053c531e3188febab26bc30928150129c204
catenae-novum-testamentum.supplementum-et-varietas-lectionis-ad-catenam-in-evangelium-sancti	ogc000747	Supplementum Et Varietas Lectionis Ad Catenam In Evangelium Sancti	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg006	tlg4102.tlg006		first1k	1st1K-grc1	CC-BY-SA-4.0	392	3333	3246	not-ocr		logical-numeric	ref.sub.sub	3	96a43f360cb474bdd270a0d8a5b9b54fd4b4b6aaf2f18f4bbb7a636806066962
catenae-novum-testamentum.supplementum-et-varietas-lectionis-ad-catenam-in-evangelium-sancti-2	ogc000748	Supplementum Et Varietas Lectionis Ad Catenam In Evangelium Sancti	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg007	tlg4102.tlg007		first1k	1st1K-grc1	CC-BY-SA-4.0	717	3536	3475	not-ocr		logical-numeric	ref.sub.sub	3	ff93ae46beb4aa990b96184e9974aeb45a8bbc8fb9d3c8422c8f1d2b60416b1a
catenae-novum-testamentum.supplementum-et-varietas-lectionis-ad-commentarium-chrysostomi-in	ogc000749	Supplementum Et Varietas Lectionis Ad Commentarium Chrysostomi In	Catenae (Novum Testamentum)	oga000328	urn:cts:greekLit:tlg4102.tlg003	tlg4102.tlg003		first1k	1st1K-grc1	CC-BY-SA-4.0	587	12723	12617	not-ocr		logical-numeric	ref.sub.sub	3	cad54264a7c75b39a088a1b3763a933635133c232b604340be60943a8da343ad
cebes.cebetis-tabula	ogc000750	Cebetis Tabula	Cebes	oga000329	urn:cts:greekLit:tlg1247.tlg001	tlg1247.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	150	4693	4655	not-ocr		logical-numeric	ref.sub	2	9d2b78cbb4356abe04879285478e784e6f51b64f31b483adc49b427462dc157e
cephalion.fragmenta	ogc000751	Fragmenta	Cephalion	oga000331	urn:cts:greekLit:tlg1249.tlg003	tlg1249.tlg003		dfhg	dfhg	CC-BY-SA-4.0	7	2020	1991	not-ocr		logical-numeric	ref.sub	2	6cb22c9b4ef4c504ce5e52361b07c8d3d98f7babb2505548ed65e837652b7b75
cephisodorus.fragmenta	ogc000752	Fragmenta	Cephisodorus	oga000332	urn:cts:greekLit:tlg0429.tlg001	tlg0429.tlg001		ocr	kock-caf1-ocr-frag	PD	12	288	280	raw-ocr	0.266667	logical-numeric	ref	1	222d6a5429bc10f569c75147ea2c094b44b9d45c4a0d1c41d3ff0fd64c40b076
cephisodorus.fragmenta-fhg2	ogc000753	Fragmenta	Cephisodorus	oga000332				dfhg	dfhg	CC-BY-SA-4.0	2	66	66	not-ocr		logical-numeric	ref.sub	2	e28d28190f4032573d39d5429c6a86dec2b9d55028d8a23479572a0f3523f90b
cercidas-megalopolitanus.fragmenta	ogc000754	Fragmenta	cercidas-megalopolitanus	oga000334				dfhg	dfhg	CC-BY-SA-4.0	2	54	54	not-ocr		logical-numeric	ref.sub	2	277bfe474031c9810953c19fb878d9bfe5736973551c4795b49adaf523666841
cercidas.fragmenta	ogc000755	Fragmenta	Cercidas	oga000333	urn:cts:greekLit:tlg1250.tlg001	tlg1250.tlg001		ocr	bergk-plg2-ocr-frag	PD	8	351	326	auto-corrected	0.201794	logical-numeric	ref	1	93f7f297e0d6f0fa1f40cd02b3db8dc291330c71ae79e2052549f11d9f31a136
cercops.testimonium	ogc000756	Testimonium	Cercops	oga000335	urn:cts:greekLit:tlg2286.tlg001	tlg2286.tlg001		ocr	migne-ocr-qwen36	PD	1	52	52	raw-ocr	0.064516	edition-prefixed			6d7243566929f6a4c395e342783979783113cf6e5d5490561a4351e56ac3885b
certamen-homeri-et-hesiodi.certamen-homeri-et-hesiodi	ogc000757	Certamen Homeri Et Hesiodi	Certamen Homeri Et Hesiodi	oga000336	urn:cts:greekLit:tlg1252.tlg002	tlg1252.tlg002		first1k	1st1K-grc1	CC-BY-SA-4.0	14	2629	2553	not-ocr		logical-numeric	ref.sub	2	eb42409d53420a17843595b9e8a657fbfb36111ad055d761de362f984df38c5d
